,Country,Region,Year,Infant Deaths,Under_Five Deaths,Adult Mortality,Alcohol Consumption,Hepatitis B,Measles,BMI,Polio,Diphtheria,Incidents of HIV,GDP(per capita),Population,Thinness (ten to nineteen years),Thinness (five to nine years),Schooling,Life Expectancy,Economy Status,Infant Deaths_lag1,Under_Five Deaths_lag1,Adult Mortality_lag1,Alcohol Consumption_lag1,Hepatitis B_lag1,Measles_lag1,BMI_lag1,Polio_lag1,Diphtheria_lag1,Incidents of HIV_lag1,GDP(per capita)_lag1,Population_lag1,Thinness (ten to nineteen years)_lag1,Thinness (five to nine years)_lag1,Schooling_lag1,Life Expectancy_lag1,Infant Deaths_lag2,Under_Five Deaths_lag2,Adult Mortality_lag2,Alcohol Consumption_lag2,Hepatitis B_lag2,Measles_lag2,BMI_lag2,Polio_lag2,Diphtheria_lag2,Incidents of HIV_lag2,GDP(per capita)_lag2,Population_lag2,Thinness (ten to nineteen years)_lag2,Thinness (five to nine years)_lag2,Schooling_lag2,Life Expectancy_lag2
238,Belarus,Rest of Europe,2014,3.3,4.3,175.6015,11.29,97,98,26.5,97,97,0.23,6213,9.45,1.9,2.0,12.1,73.0,Developing,3.5,4.6,184.4715,12.58,98.0,99.0,26.5,98.0,98.0,0.23,6111.0,9.44,2.0,2.0,12.0,72.5,3.7,4.9,192.409,13.56,97.0,97.0,26.4,98.0,98.0,0.23,6048.0,9.45,2.0,2.1,12.0,72.0
239,Belarus,Rest of Europe,2015,3.1,4.1,163.872,9.79,99,99,26.6,99,99,0.22,5967,9.46,1.9,2.0,12.2,73.6,Developing,3.3,4.3,175.6015,11.29,97.0,98.0,26.5,97.0,97.0,0.23,6213.0,9.45,1.9,2.0,12.1,73.0,3.5,4.6,184.4715,12.58,98.0,99.0,26.5,98.0,98.0,0.23,6111.0,9.44,2.0,2.0,12.0,72.5
240,Belgium,European Union,2000,4.8,5.8,99.6,11.21,60,78,25.5,96,95,0.08,35675,10.25,0.8,0.8,10.0,77.7,Developed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Belgium,European Union,2001,4.6,5.6,97.8795,11.01,60,78,25.5,96,95,0.08,35943,10.29,0.8,0.8,10.2,78.0,Developed,4.8,5.8,99.6,11.21,60.0,78.0,25.5,96.0,95.0,0.08,35675.0,10.25,0.8,0.8,10.0,77.7,,,,,,,,,,,,,,,,
242,Belgium,European Union,2002,4.4,5.4,95.81,11.29,60,78,25.6,96,95,0.08,36393,10.33,0.8,0.8,10.3,78.1,Developed,4.6,5.6,97.8795,11.01,60.0,78.0,25.5,96.0,95.0,0.08,35943.0,10.29,0.8,0.8,10.2,78.0,4.8,5.8,99.6,11.21,60.0,78.0,25.5,96.0,95.0,0.08,35675.0,10.25,0.8,0.8,10.0,77.7
243,Belgium,European Union,2003,4.3,5.2,93.89,11.28,64,78,25.6,96,95,0.08,36617,10.38,0.8,0.8,10.4,78.1,Developed,4.4,5.4,95.81,11.29,60.0,78.0,25.6,96.0,95.0,0.08,36393.0,10.33,0.8,0.8,10.3,78.1,4.6,5.6,97.8795,11.01,60.0,78.0,25.5,96.0,95.0,0.08,35943.0,10.29,0.8,0.8,10.2,78.0
244,Belgium,European Union,2004,4.2,5.1,89.671,12.05,64,78,25.7,96,95,0.08,37761,10.42,0.8,0.8,10.5,78.9,Developed,4.3,5.2,93.89,11.28,64.0,78.0,25.6,96.0,95.0,0.08,36617.0,10.38,0.8,0.8,10.4,78.1,4.4,5.4,95.81,11.29,60.0,78.0,25.6,96.0,95.0,0.08,36393.0,10.33,0.8,0.8,10.3,78.1
245,Belgium,European Union,2005,4.0,4.9,88.2405,12.21,77,79,25.7,97,97,0.08,38426,10.48,0.8,0.8,10.7,79.0,Developed,4.2,5.1,89.671,12.05,64.0,78.0,25.7,96.0,95.0,0.08,37761.0,10.42,0.8,0.8,10.5,78.9,4.3,5.2,93.89,11.28,64.0,78.0,25.6,96.0,95.0,0.08,36617.0,10.38,0.8,0.8,10.4,78.1
246,Belgium,European Union,2006,4.0,4.8,86.023,10.94,94,78,25.8,99,98,0.08,39148,10.55,0.8,0.8,11.1,79.4,Developed,4.0,4.9,88.2405,12.21,77.0,79.0,25.7,97.0,97.0,0.08,38426.0,10.48,0.8,0.8,10.7,79.0,4.2,5.1,89.671,12.05,64.0,78.0,25.7,96.0,95.0,0.08,37761.0,10.42,0.8,0.8,10.5,78.9
247,Belgium,European Union,2007,3.9,4.7,86.1695,13.43,94,78,25.8,99,98,0.08,40290,10.63,0.8,0.8,11.1,79.8,Developed,4.0,4.8,86.023,10.94,94.0,78.0,25.8,99.0,98.0,0.08,39148.0,10.55,0.8,0.8,11.1,79.4,4.0,4.9,88.2405,12.21,77.0,79.0,25.7,97.0,97.0,0.08,38426.0,10.48,0.8,0.8,10.7,79.0
248,Belgium,European Union,2008,3.8,4.6,86.6285,10.51,98,81,25.9,99,99,0.08,40152,10.71,0.8,0.8,11.0,79.7,Developed,3.9,4.7,86.1695,13.43,94.0,78.0,25.8,99.0,98.0,0.08,40290.0,10.63,0.8,0.8,11.1,79.8,4.0,4.8,86.023,10.94,94.0,78.0,25.8,99.0,98.0,0.08,39148.0,10.55,0.8,0.8,11.1,79.4
249,Belgium,European Union,2009,3.7,4.5,84.168,10.1,97,83,25.9,98,98,0.08,39025,10.8,0.9,0.9,11.1,80.0,Developed,3.8,4.6,86.6285,10.51,98.0,81.0,25.9,99.0,99.0,0.08,40152.0,10.71,0.8,0.8,11.0,79.7,3.9,4.7,86.1695,13.43,94.0,78.0,25.8,99.0,98.0,0.08,40290.0,10.63,0.8,0.8,11.1,79.8
250,Belgium,European Union,2010,3.6,4.4,80.8845,10.27,97,83,25.9,98,98,0.08,39778,10.9,0.9,0.9,11.1,80.2,Developed,3.7,4.5,84.168,10.1,97.0,83.0,25.9,98.0,98.0,0.08,39025.0,10.8,0.9,0.9,11.1,80.0,3.8,4.6,86.6285,10.51,98.0,81.0,25.9,99.0,99.0,0.08,40152.0,10.71,0.8,0.8,11.0,79.7
251,Belgium,European Union,2011,3.6,4.4,79.9355,10.14,97,83,26.0,98,98,0.08,39929,11.04,0.9,0.9,11.2,80.6,Developed,3.6,4.4,80.8845,10.27,97.0,83.0,25.9,98.0,98.0,0.08,39778.0,10.9,0.9,0.9,11.1,80.2,3.7,4.5,84.168,10.1,97.0,83.0,25.9,98.0,98.0,0.08,39025.0,10.8,0.9,0.9,11.1,80.0
252,Belgium,European Union,2012,3.5,4.3,78.0865,10.09,98,85,26.0,99,99,0.08,39976,11.11,0.9,0.9,11.2,80.4,Developed,3.6,4.4,79.9355,10.14,97.0,83.0,26.0,98.0,98.0,0.08,39929.0,11.04,0.9,0.9,11.2,80.6,3.6,4.4,80.8845,10.27,97.0,83.0,25.9,98.0,98.0,0.08,39778.0,10.9,0.9,0.9,11.1,80.2
253,Belgium,European Union,2013,3.4,4.2,75.9595,10.33,98,85,26.0,99,99,0.08,39970,11.16,1.0,0.9,11.4,80.6,Developed,3.5,4.3,78.0865,10.09,98.0,85.0,26.0,99.0,99.0,0.08,39976.0,11.11,0.9,0.9,11.2,80.4,3.6,4.4,79.9355,10.14,97.0,83.0,26.0,98.0,98.0,0.08,39929.0,11.04,0.9,0.9,11.2,80.6
254,Belgium,European Union,2014,3.3,4.1,72.379,10.57,98,85,26.1,99,99,0.08,40421,11.21,1.0,1.0,11.5,81.3,Developed,3.4,4.2,75.9595,10.33,98.0,85.0,26.0,99.0,99.0,0.08,39970.0,11.16,1.0,0.9,11.4,80.6,3.5,4.3,78.0865,10.09,98.0,85.0,26.0,99.0,99.0,0.08,39976.0,11.11,0.9,0.9,11.2,80.4
255,Belgium,European Union,2015,3.3,4.1,71.71,10.36,98,85,26.1,99,99,0.08,41008,11.27,1.0,1.0,11.7,81.0,Developed,3.3,4.1,72.379,10.57,98.0,85.0,26.1,99.0,99.0,0.08,40421.0,11.21,1.0,1.0,11.5,81.3,3.4,4.2,75.9595,10.33,98.0,85.0,26.0,99.0,99.0,0.08,39970.0,11.16,1.0,0.9,11.4,80.6
256,Belize,Central America and Caribbean,2000,20.0,23.6,193.722,4.7,76,89,27.4,91,91,1.13,4275,0.25,3.8,3.7,10.1,68.8,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Belize,Central America and Caribbean,2001,19.4,22.8,195.111,4.77,96,89,27.5,96,96,1.26,4353,0.26,3.7,3.7,10.1,69.0,Developing,20.0,23.6,193.722,4.7,76.0,89.0,27.4,91.0,91.0,1.13,4275.0,0.25,3.8,3.7,10.1,68.8,,,,,,,,,,,,,,,,
258,Belize,Central America and Caribbean,2002,18.9,22.2,196.5,4.92,97,88,27.6,93,89,1.38,4448,0.26,3.7,3.6,10.2,69.3,Developing,19.4,22.8,195.111,4.77,96.0,89.0,27.5,96.0,96.0,1.26,4353.0,0.26,3.7,3.7,10.1,69.0,20.0,23.6,193.722,4.7,76.0,89.0,27.4,91.0,91.0,1.13,4275.0,0.25,3.8,3.7,10.1,68.8
259,Belize,Central America and Caribbean,2003,18.5,21.7,193.551,5.63,96,89,27.7,95,96,1.47,4736,0.27,3.6,3.6,10.2,69.5,Developing,18.9,22.2,196.5,4.92,97.0,88.0,27.6,93.0,89.0,1.38,4448.0,0.26,3.7,3.6,10.2,69.3,19.4,22.8,195.111,4.77,96.0,89.0,27.5,96.0,96.0,1.26,4353.0,0.26,3.7,3.7,10.1,69.0
260,Belize,Central America and Caribbean,2004,18.2,21.3,190.602,6.07,97,89,27.8,97,97,1.48,4830,0.28,3.6,3.5,10.3,69.7,Developing,18.5,21.7,193.551,5.63,96.0,89.0,27.7,95.0,96.0,1.47,4736.0,0.27,3.6,3.6,10.2,69.5,18.9,22.2,196.5,4.92,97.0,88.0,27.6,93.0,89.0,1.38,4448.0,0.26,3.7,3.6,10.2,69.3
261,Belize,Central America and Caribbean,2005,17.9,20.9,187.653,6.1,96,87,27.9,96,96,1.34,4809,0.28,3.6,3.5,10.3,70.0,Developing,18.2,21.3,190.602,6.07,97.0,89.0,27.8,97.0,97.0,1.48,4830.0,0.28,3.6,3.5,10.3,69.7,18.5,21.7,193.551,5.63,96.0,89.0,27.7,95.0,96.0,1.47,4736.0,0.27,3.6,3.6,10.2,69.5
262,Belize,Central America and Caribbean,2006,17.6,20.6,184.704,6.28,98,92,28.0,98,98,1.05,4898,0.29,3.6,3.5,10.3,70.3,Developing,17.9,20.9,187.653,6.1,96.0,87.0,27.9,96.0,96.0,1.34,4809.0,0.28,3.6,3.5,10.3,70.0,18.2,21.3,190.602,6.07,97.0,89.0,27.8,97.0,97.0,1.48,4830.0,0.28,3.6,3.5,10.3,69.7
263,Belize,Central America and Caribbean,2007,17.3,20.3,181.755,6.99,96,89,28.1,97,96,0.75,4828,0.3,3.5,3.5,10.4,70.6,Developing,17.6,20.6,184.704,6.28,98.0,92.0,28.0,98.0,98.0,1.05,4898.0,0.29,3.6,3.5,10.3,70.3,17.9,20.9,187.653,6.1,96.0,87.0,27.9,96.0,96.0,1.34,4809.0,0.28,3.6,3.5,10.3,70.0
264,Belize,Central America and Caribbean,2008,17.0,19.9,181.698,6.95,94,90,28.2,94,94,0.53,4835,0.31,3.5,3.4,10.4,71.1,Developing,17.3,20.3,181.755,6.99,96.0,89.0,28.1,97.0,96.0,0.75,4828.0,0.3,3.5,3.5,10.4,70.6,17.6,20.6,184.704,6.28,98.0,92.0,28.0,98.0,98.0,1.05,4898.0,0.29,3.6,3.5,10.3,70.3
265,Belize,Central America and Caribbean,2009,16.6,19.4,181.641,6.44,97,92,28.3,98,97,0.4,4729,0.31,3.5,3.4,10.4,71.5,Developing,17.0,19.9,181.698,6.95,94.0,90.0,28.2,94.0,94.0,0.53,4835.0,0.31,3.5,3.4,10.4,71.1,17.3,20.3,181.755,6.99,96.0,89.0,28.1,97.0,96.0,0.75,4828.0,0.3,3.5,3.5,10.4,70.6
266,Belize,Central America and Caribbean,2010,16.2,18.9,181.584,6.47,96,91,28.4,96,96,0.37,4768,0.32,3.5,3.4,10.5,72.1,Developing,16.6,19.4,181.641,6.44,97.0,92.0,28.3,98.0,97.0,0.4,4729.0,0.31,3.5,3.4,10.4,71.5,17.0,19.9,181.698,6.95,94.0,90.0,28.2,94.0,94.0,0.53,4835.0,0.31,3.5,3.4,10.4,71.1
267,Belize,Central America and Caribbean,2011,15.7,18.3,181.527,6.34,95,98,28.5,95,95,0.36,4730,0.33,3.5,3.4,10.5,72.6,Developing,16.2,18.9,181.584,6.47,96.0,91.0,28.4,96.0,96.0,0.37,4768.0,0.32,3.5,3.4,10.5,72.1,16.6,19.4,181.641,6.44,97.0,92.0,28.3,98.0,97.0,0.4,4729.0,0.31,3.5,3.4,10.4,71.5
268,Belize,Central America and Caribbean,2012,15.2,17.7,181.47,6.35,98,93,28.6,98,98,0.37,4734,0.34,3.5,3.4,10.5,73.0,Developing,15.7,18.3,181.527,6.34,95.0,98.0,28.5,95.0,95.0,0.36,4730.0,0.33,3.5,3.4,10.5,72.6,16.2,18.9,181.584,6.47,96.0,91.0,28.4,96.0,96.0,0.37,4768.0,0.32,3.5,3.4,10.5,72.1
269,Belize,Central America and Caribbean,2013,14.6,16.9,179.144,6.6,95,92,28.7,95,95,0.39,4667,0.35,3.4,3.4,10.5,73.5,Developing,15.2,17.7,181.47,6.35,98.0,93.0,28.6,98.0,98.0,0.37,4734.0,0.34,3.5,3.4,10.5,73.0,15.7,18.3,181.527,6.34,95.0,98.0,28.5,95.0,95.0,0.36,4730.0,0.33,3.5,3.4,10.5,72.6
270,Belize,Central America and Caribbean,2014,13.9,16.1,176.8185,6.73,95,92,28.8,95,95,0.39,4770,0.35,3.4,3.4,10.5,73.8,Developing,14.6,16.9,179.144,6.6,95.0,92.0,28.7,95.0,95.0,0.39,4667.0,0.35,3.4,3.4,10.5,73.5,15.2,17.7,181.47,6.35,98.0,93.0,28.6,98.0,98.0,0.37,4734.0,0.34,3.5,3.4,10.5,73.0
271,Belize,Central America and Caribbean,2015,13.2,15.3,174.4925,6.71,94,95,28.9,94,94,0.4,4805,0.36,3.5,3.4,10.5,74.0,Developing,13.9,16.1,176.8185,6.73,95.0,92.0,28.8,95.0,95.0,0.39,4770.0,0.35,3.4,3.4,10.5,73.8,14.6,16.9,179.144,6.6,95.0,92.0,28.7,95.0,95.0,0.39,4667.0,0.35,3.4,3.4,10.5,73.5
272,Benin,Africa,2000,85.0,136.8,285.899,1.44,73,83,22.1,78,78,1.03,906,6.87,9.7,9.6,2.6,55.4,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Benin,Africa,2001,83.3,133.7,285.318,1.39,73,83,22.2,77,76,0.98,926,7.08,9.5,9.4,2.6,55.7,Developing,85.0,136.8,285.899,1.44,73.0,83.0,22.1,78.0,78.0,1.03,906.0,6.87,9.7,9.6,2.6,55.4,,,,,,,,,,,,,,,,
274,Benin,Africa,2002,81.5,130.5,284.7375,1.34,73,83,22.3,76,75,0.93,940,7.3,9.3,9.2,2.7,56.0,Developing,83.3,133.7,285.318,1.39,73.0,83.0,22.2,77.0,76.0,0.98,926.0,7.08,9.5,9.4,2.6,55.7,85.0,136.8,285.899,1.44,73.0,83.0,22.1,78.0,78.0,1.03,906.0,6.87,9.7,9.6,2.6,55.4
275,Benin,Africa,2003,79.8,127.4,280.0665,1.46,73,83,22.4,75,73,0.88,943,7.52,9.1,9.0,2.7,56.4,Developing,81.5,130.5,284.7375,1.34,73.0,83.0,22.3,76.0,75.0,0.93,940.0,7.3,9.3,9.2,2.7,56.0,83.3,133.7,285.318,1.39,73.0,83.0,22.2,77.0,76.0,0.98,926.0,7.08,9.5,9.4,2.6,55.7
276,Benin,Africa,2004,78.2,124.4,275.3955,1.25,75,83,22.5,74,72,0.84,956,7.75,8.9,8.8,2.7,56.9,Developing,79.8,127.4,280.0665,1.46,73.0,83.0,22.4,75.0,73.0,0.88,943.0,7.52,9.1,9.0,2.7,56.4,81.5,130.5,284.7375,1.34,73.0,83.0,22.3,76.0,75.0,0.93,940.0,7.3,9.3,9.2,2.7,56.0
277,Benin,Africa,2005,76.5,121.5,270.725,1.24,70,83,22.6,73,70,0.79,944,7.98,8.7,8.6,2.8,57.4,Developing,78.2,124.4,275.3955,1.25,75.0,83.0,22.5,74.0,72.0,0.84,956.0,7.75,8.9,8.8,2.7,56.9,79.8,127.4,280.0665,1.46,73.0,83.0,22.4,75.0,73.0,0.88,943.0,7.52,9.1,9.0,2.7,56.4
278,Benin,Africa,2006,75.0,118.8,266.0545,1.29,74,83,22.7,76,74,0.75,953,8.22,8.5,8.4,2.8,57.8,Developing,76.5,121.5,270.725,1.24,70.0,83.0,22.6,73.0,70.0,0.79,944.0,7.98,8.7,8.6,2.8,57.4,78.2,124.4,275.3955,1.25,75.0,83.0,22.5,74.0,72.0,0.84,956.0,7.75,8.9,8.8,2.7,56.9
279,Benin,Africa,2007,73.6,116.2,261.384,1.23,82,83,22.8,82,82,0.73,981,8.45,8.3,8.2,2.8,58.3,Developing,75.0,118.8,266.0545,1.29,74.0,83.0,22.7,76.0,74.0,0.75,953.0,8.22,8.5,8.4,2.8,57.8,76.5,121.5,270.725,1.24,70.0,83.0,22.6,73.0,70.0,0.79,944.0,7.98,8.7,8.6,2.8,57.4
280,Benin,Africa,2008,72.2,113.7,259.34,1.38,75,83,22.9,77,75,0.65,1001,8.7,8.1,8.0,2.8,58.7,Developing,73.6,116.2,261.384,1.23,82.0,83.0,22.8,82.0,82.0,0.73,981.0,8.45,8.3,8.2,2.8,58.3,75.0,118.8,266.0545,1.29,74.0,83.0,22.7,76.0,74.0,0.75,953.0,8.22,8.5,8.4,2.8,57.8
281,Benin,Africa,2009,70.9,111.3,257.297,1.26,79,83,23.0,80,79,0.55,996,8.94,7.9,7.8,2.8,59.0,Developing,72.2,113.7,259.34,1.38,75.0,83.0,22.9,77.0,75.0,0.65,1001.0,8.7,8.1,8.0,2.8,58.7,73.6,116.2,261.384,1.23,82.0,83.0,22.8,82.0,82.0,0.73,981.0,8.45,8.3,8.2,2.8,58.3
282,Benin,Africa,2010,69.6,109.0,255.2535,1.35,76,83,23.1,77,76,0.5,989,9.2,7.8,7.6,2.8,59.3,Developing,70.9,111.3,257.297,1.26,79.0,83.0,23.0,80.0,79.0,0.55,996.0,8.94,7.9,7.8,2.8,59.0,72.2,113.7,259.34,1.38,75.0,83.0,22.9,77.0,75.0,0.65,1001.0,8.7,8.1,8.0,2.8,58.7
283,Benin,Africa,2011,68.3,106.7,253.2105,1.47,75,83,23.2,77,75,0.46,990,9.46,7.6,7.5,2.8,59.6,Developing,69.6,109.0,255.2535,1.35,76.0,83.0,23.1,77.0,76.0,0.5,989.0,9.2,7.8,7.6,2.8,59.3,70.9,111.3,257.297,1.26,79.0,83.0,23.0,80.0,79.0,0.55,996.0,8.94,7.9,7.8,2.8,59.0
284,Benin,Africa,2012,67.0,104.4,251.1665,1.41,80,83,23.2,80,80,0.41,1009,9.73,7.4,7.3,3.0,59.8,Developing,68.3,106.7,253.2105,1.47,75.0,83.0,23.2,77.0,75.0,0.46,990.0,9.46,7.6,7.5,2.8,59.6,69.6,109.0,255.2535,1.35,76.0,83.0,23.1,77.0,76.0,0.5,989.0,9.2,7.8,7.6,2.8,59.3
285,Benin,Africa,2013,65.7,102.1,248.4295,1.43,77,83,23.3,73,77,0.4,1052,10.0,7.2,7.1,3.2,60.1,Developing,67.0,104.4,251.1665,1.41,80.0,83.0,23.2,80.0,80.0,0.41,1009.0,9.73,7.4,7.3,3.0,59.8,68.3,106.7,253.2105,1.47,75.0,83.0,23.2,77.0,75.0,0.46,990.0,9.46,7.6,7.5,2.8,59.6
286,Benin,Africa,2014,64.4,99.8,245.6915,1.53,78,83,23.4,71,78,0.39,1088,10.29,7.1,6.9,3.3,60.3,Developing,65.7,102.1,248.4295,1.43,77.0,83.0,23.3,73.0,77.0,0.4,1052.0,10.0,7.2,7.1,3.2,60.1,67.0,104.4,251.1665,1.41,80.0,83.0,23.2,80.0,80.0,0.41,1009.0,9.73,7.4,7.3,3.0,59.8
287,Benin,Africa,2015,63.2,97.6,242.9535,1.53,82,83,23.5,72,82,0.33,1077,10.58,6.9,6.8,3.5,60.6,Developing,64.4,99.8,245.6915,1.53,78.0,83.0,23.4,71.0,78.0,0.39,1088.0,10.29,7.1,6.9,3.3,60.3,65.7,102.1,248.4295,1.43,77.0,83.0,23.3,73.0,77.0,0.4,1052.0,10.0,7.2,7.1,3.2,60.1
288,Bhutan,Asia,2000,57.5,77.2,291.8915,1.66,98,77,22.2,98,92,0.21,1108,0.59,19.2,19.9,2.3,60.9,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Bhutan,Asia,2001,54.8,72.9,283.9275,1.42,89,77,22.3,88,88,0.23,1176,0.6,18.9,19.6,2.3,61.8,Developing,57.5,77.2,291.8915,1.66,98.0,77.0,22.2,98.0,92.0,0.21,1108.0,0.59,19.2,19.9,2.3,60.9,,,,,,,,,,,,,,,,
290,Bhutan,Asia,2002,52.2,68.9,275.964,0.3,83,77,22.4,89,86,0.24,1279,0.62,18.6,19.4,2.3,62.7,Developing,54.8,72.9,283.9275,1.42,89.0,77.0,22.3,88.0,88.0,0.23,1176.0,0.6,18.9,19.6,2.3,61.8,57.5,77.2,291.8915,1.66,98.0,77.0,22.2,98.0,92.0,0.21,1108.0,0.59,19.2,19.9,2.3,60.9
291,Bhutan,Asia,2003,49.7,65.0,268.3975,0.53,95,77,22.5,96,95,0.24,1353,0.63,18.3,19.1,2.3,63.6,Developing,52.2,68.9,275.964,0.3,83.0,77.0,22.4,89.0,86.0,0.24,1279.0,0.62,18.6,19.4,2.3,62.7,54.8,72.9,283.9275,1.42,89.0,77.0,22.3,88.0,88.0,0.23,1176.0,0.6,18.9,19.6,2.3,61.8
292,Bhutan,Asia,2004,47.2,61.2,260.832,0.97,89,77,22.7,90,89,0.23,1410,0.64,18.0,18.8,2.3,64.5,Developing,49.7,65.0,268.3975,0.53,95.0,77.0,22.5,96.0,95.0,0.24,1353.0,0.63,18.3,19.1,2.3,63.6,52.2,68.9,275.964,0.3,83.0,77.0,22.4,89.0,86.0,0.24,1279.0,0.62,18.6,19.4,2.3,62.7
293,Bhutan,Asia,2005,44.7,57.5,253.2655,0.73,95,76,22.8,95,95,0.19,1489,0.65,17.8,18.6,2.3,65.3,Developing,47.2,61.2,260.832,0.97,89.0,77.0,22.7,90.0,89.0,0.23,1410.0,0.64,18.0,18.8,2.3,64.5,49.7,65.0,268.3975,0.53,95.0,77.0,22.5,96.0,95.0,0.24,1353.0,0.63,18.3,19.1,2.3,63.6
294,Bhutan,Asia,2006,42.3,54.1,245.7,0.28,95,77,22.9,96,95,0.21,1572,0.66,17.5,18.3,2.3,66.0,Developing,44.7,57.5,253.2655,0.73,95.0,76.0,22.8,95.0,95.0,0.19,1489.0,0.65,17.8,18.6,2.3,65.3,47.2,61.2,260.832,0.97,89.0,77.0,22.7,90.0,89.0,0.23,1410.0,0.64,18.0,18.8,2.3,64.5
295,Bhutan,Asia,2007,40.1,50.8,238.1335,0.15,95,79,23.0,93,95,0.19,1840,0.66,17.3,18.1,2.3,66.7,Developing,42.3,54.1,245.7,0.28,95.0,77.0,22.9,96.0,95.0,0.21,1572.0,0.66,17.5,18.3,2.3,66.0,44.7,57.5,253.2655,0.73,95.0,76.0,22.8,95.0,95.0,0.19,1489.0,0.65,17.8,18.6,2.3,65.3
296,Bhutan,Asia,2008,38.0,47.8,234.5365,0.16,96,72,23.1,96,96,0.17,1909,0.67,17.1,17.8,2.3,67.3,Developing,40.1,50.8,238.1335,0.15,95.0,79.0,23.0,93.0,95.0,0.19,1840.0,0.66,17.3,18.1,2.3,66.7,42.3,54.1,245.7,0.28,95.0,77.0,22.9,96.0,95.0,0.21,1572.0,0.66,17.5,18.3,2.3,66.0
297,Bhutan,Asia,2009,36.0,44.9,230.9395,0.15,93,79,23.2,93,93,0.15,2018,0.68,16.8,17.5,2.3,67.9,Developing,38.0,47.8,234.5365,0.16,96.0,72.0,23.1,96.0,96.0,0.17,1909.0,0.67,17.1,17.8,2.3,67.3,40.1,50.8,238.1335,0.15,95.0,79.0,23.0,93.0,95.0,0.19,1840.0,0.66,17.3,18.1,2.3,66.7
298,Bhutan,Asia,2010,34.1,42.4,227.3425,0.23,91,85,23.3,92,91,0.16,2235,0.69,16.6,17.3,2.3,68.4,Developing,36.0,44.9,230.9395,0.15,93.0,79.0,23.2,93.0,93.0,0.15,2018.0,0.68,16.8,17.5,2.3,67.9,38.0,47.8,234.5365,0.16,96.0,72.0,23.1,96.0,96.0,0.17,1909.0,0.67,17.1,17.8,2.3,67.3
299,Bhutan,Asia,2011,32.4,40.0,223.746,0.25,95,95,23.4,95,95,0.14,2387,0.69,16.3,17.0,2.3,68.8,Developing,34.1,42.4,227.3425,0.23,91.0,85.0,23.3,92.0,91.0,0.16,2235.0,0.69,16.6,17.3,2.3,68.4,36.0,44.9,230.9395,0.15,93.0,79.0,23.2,93.0,93.0,0.15,2018.0,0.68,16.8,17.5,2.3,67.9
300,Bhutan,Asia,2012,31.0,38.0,220.149,0.32,97,90,23.5,97,97,0.14,2479,0.7,16.1,16.7,2.5,69.3,Developing,32.4,40.0,223.746,0.25,95.0,95.0,23.4,95.0,95.0,0.14,2387.0,0.69,16.3,17.0,2.3,68.8,34.1,42.4,227.3425,0.23,91.0,85.0,23.3,92.0,91.0,0.16,2235.0,0.69,16.6,17.3,2.3,68.4
301,Bhutan,Asia,2013,29.6,36.2,216.1,0.31,97,89,23.6,97,97,0.14,2501,0.71,15.9,16.5,2.8,69.7,Developing,31.0,38.0,220.149,0.32,97.0,90.0,23.5,97.0,97.0,0.14,2479.0,0.7,16.1,16.7,2.5,69.3,32.4,40.0,223.746,0.25,95.0,95.0,23.4,95.0,95.0,0.14,2387.0,0.69,16.3,17.0,2.3,68.8
302,Bhutan,Asia,2014,28.5,34.6,212.0515,0.21,99,92,23.7,98,99,0.13,2613,0.72,15.7,16.2,3.1,70.0,Developing,29.6,36.2,216.1,0.31,97.0,89.0,23.6,97.0,97.0,0.14,2501.0,0.71,15.9,16.5,2.8,69.7,31.0,38.0,220.149,0.32,97.0,90.0,23.5,97.0,97.0,0.14,2479.0,0.7,16.1,16.7,2.5,69.3
303,Bhutan,Asia,2015,27.4,33.1,208.003,0.04,99,94,23.8,98,99,0.13,2753,0.73,15.4,16.0,3.1,70.4,Developing,28.5,34.6,212.0515,0.21,99.0,92.0,23.7,98.0,99.0,0.13,2613.0,0.72,15.7,16.2,3.1,70.0,29.6,36.2,216.1,0.31,97.0,89.0,23.6,97.0,97.0,0.14,2501.0,0.71,15.9,16.5,2.8,69.7
304,Bolivia,South America,2000,55.9,75.6,240.0465,2.3,77,83,24.7,74,75,0.26,2059,8.42,1.5,1.4,7.4,62.5,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Bolivia,South America,2001,53.1,71.3,235.6955,2.19,77,83,24.8,71,71,0.22,2054,8.58,1.5,1.4,7.3,63.1,Developing,55.9,75.6,240.0465,2.3,77.0,83.0,24.7,74.0,75.0,0.26,2059.0,8.42,1.5,1.4,7.4,62.5,,,,,,,,,,,,,,,,
306,Bolivia,South America,2002,50.4,67.2,231.344,2.24,77,83,24.9,76,77,0.21,2066,8.74,1.4,1.3,7.2,63.6,Developing,53.1,71.3,235.6955,2.19,77.0,83.0,24.8,71.0,71.0,0.22,2054.0,8.58,1.5,1.4,7.3,63.1,55.9,75.6,240.0465,2.3,77.0,83.0,24.7,74.0,75.0,0.26,2059.0,8.42,1.5,1.4,7.4,62.5
